;;; 49.189 ; 49.283 ; 49.410 ; 49.569 ; 49.762 ; 49.658 ; 49.581 ; 49.529 ; 49.504 ; 49.506 ;; 49.537 ; 49.596 ; 49.684 ; 49.803 ; 49.702 ; 49.632 ; 49.844 ; 49.839 ; 49.880 ; 49.967 ;; 50.102 ; 50.048 ; 50.067 ; 49.911 ; 50.069 ; 50.052 ; 50.113 ; 50.253 ; 50.221 ; 50.282 ;;;; 50.436 ; 50.222 ; 50.603 ; 50.368 ; 50.267 ; 50.303 ; 50.475 ; 50.823 ; 50.597 ; 51.695 ;;;; 54.128 ; 56.615 ; 59.159 ; 61.759 ; 64.419 ; 67.138 ; 69.918 ; 72.761 ; 75.667 ; 78.639 ;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EV;;; 25.155 ; 25.249 ; 25.375 ; 25.534 ; 25.727 ; 25.624 ; 25.546 ; 25.494 ; 25.469 ; 25.471 ;; 25.502 ; 25.561 ; 25.649 ; 25.768 ; 25.917 ; 26.097 ; 26.309 ; 26.554 ; 26.845 ; 27.182 ;; 27.567 ; 28.013 ; 28.532 ; 29.127 ; 29.784 ; 30.518 ; 31.329 ; 32.218 ; 33.186 ; 34.247 ;;;; 35.401 ; 36.687 ; 38.068 ; 39.583 ; 41.233 ; 43.018 ; 44.940 ; 47.038 ; 49.312 ; 51.695 ;;;; 54.128 ; 56.615 ; 59.159 ; 61.759 ; 64.419 ; 67.138 ; 69.918 ; 72.761 ; 75.667 ; 78.639 ;;;;;;
Lening bank;;; 24.035 ; 24.035 ; 24.035 ; 24.035 ; 24.035 ; 24.035 ; 24.035 ; 24.035 ; 24.035 ; 24.035 ;; 24.035 ; 24.035 ; 24.035 ; 24.035 ; 23.785 ; 23.535 ; 23.535 ; 23.285 ; 23.035 ; 22.785 ;; 22.535 ; 22.035 ; 21.535 ; 20.785 ; 20.285 ; 19.535 ; 18.785 ; 18.035 ; 17.035 ; 16.035 ;;;; 15.035 ; 13.535 ; 12.535 ; 10.785 ; 9.035 ; 7.285 ; 5.535 ; 3.785 ; 1.285 ; -   ;;;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;;;;
;;; 49.189 ; 49.283 ; 49.410 ; 49.569 ; 49.762 ; 49.658 ; 49.581 ; 49.529 ; 49.504 ; 49.506 ;; 49.537 ; 49.596 ; 49.684 ; 49.803 ; 49.702 ; 49.632 ; 49.844 ; 49.839 ; 49.880 ; 49.967 ;; 50.102 ; 50.048 ; 50.067 ; 49.911 ; 50.069 ; 50.052 ; 50.113 ; 50.253 ; 50.221 ; 50.282 ;;;; 50.436 ; 50.222 ; 50.603 ; 50.368 ; 50.267 ; 50.303 ; 50.475 ; 50.823 ; 50.597 ; 51.695 ;;;; 54.128 ; 56.615 ; 59.159 ; 61.759 ; 64.419 ; 67.138 ; 69.918 ; 72.761 ; 75.667 ; 78.639 ;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;cum winst; 265 ;;;;;;;;;;;;;;;;;;;;;; 9.092 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;cum cf; 379 ;;;;;;;;;;;;;;;;;;;;;; -63 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;; 114 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;dum afschrijv; 103 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;; 11 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
