;;;;Annuitair Amortisatieschema;;;;;;;;;;;;
;;;Alleen gegevens in het blauw handmatig wijzigen. ;;;;;;;;;;;;;
;;;Input voor amortisatieschema;;Koopsom;;;;Basis voor amortisatieschema;;;;;;;
;;;Bedrag Lening (excl rente); € 24.034.770 ; € 23.563.500 ;;;;Periodieke annuiteit;; € 109.151,21 ;;;;;
;;;Jaarlijkse Interest;5,00%;;;;;Totaal aantal termijnen;;600;;;;;
;;;Leenperiode in jaren;50;;;;;Slottermijn;;;;;;;
;;;Aantal termijnen per jaar;12;;;;;Annuiteit per jaar;; € 1.309.814,50 ;;;;;
;;;Startdatum;31-12-2025;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;Nr;Betaaldatum;Beginsaldo;Periodieke Annuiteit;Annuïtaire rente;Annuïtaire aflossing;Jaaraflossing annuïtair;Hoofdsom (feitelijke aflossing);Rente;Eindsaldo;Rente Cumulatief;Rente Resterend;;Jaarrente;Jaaraflossing feitelijk
9;0;105;30-9-2034; € 24.034.770,00 ; € 109.151,21 ;€ 95.272;€ 13.878,78;;; € 100.144,88 ; € 24.034.770,00 ; € 10.515.211,88 ; € 19.658.576,29 ;2034;  ;  
10;0;106;31-10-2034; € 24.034.770,00 ; € 109.151,21 ;€ 95.215;€ 13.936,61;;; € 100.144,88 ; € 24.034.770,00 ; € 10.615.356,75 ; € 19.641.909,63 ;2034;  ;  
11;0;107;30-11-2034; € 24.034.770,00 ; € 109.151,21 ;€ 95.157;€ 13.994,68;;; € 100.144,88 ; € 24.034.770,00 ; € 10.715.501,63 ; € 19.625.242,96 ;2034;  ;  
12;1;108;31-12-2034; € 24.034.770,00 ; € 109.151,21 ;€ 95.098;€ 14.052,99;€ 164.840; € -   ; € 100.144,88 ; € 24.034.770,00 ; € 10.815.646,50 ; € 19.608.576,29 ;2034; € 1.201.738,50 ; € -   
1;0;109;31-1-2035; € 24.034.770,00 ; € 109.151,21 ;€ 95.040;€ 14.111,54;;; € 100.144,88 ; € 24.034.770,00 ; € 10.915.791,38 ; € 19.591.909,63 ;2035;  ;  
2;0;110;28-2-2035; € 24.034.770,00 ; € 109.151,21 ;€ 94.981;€ 14.170,34;;; € 100.144,88 ; € 24.034.770,00 ; € 11.015.936,25 ; € 19.572.117,96 ;2035;  ;  
3;0;111;31-3-2035; € 24.034.770,00 ; € 109.151,21 ;€ 94.922;€ 14.229,38;;; € 100.144,88 ; € 24.034.770,00 ; € 11.116.081,13 ; € 19.552.326,29 ;2035;  ;  
4;0;112;30-4-2035; € 24.034.770,00 ; € 109.151,21 ;€ 94.863;€ 14.288,67;;; € 100.144,88 ; € 24.034.770,00 ; € 11.216.226,00 ; € 19.532.534,63 ;2035;  ;  
5;0;113;31-5-2035; € 24.034.770,00 ; € 109.151,21 ;€ 94.803;€ 14.348,21;;; € 100.144,88 ; € 24.034.770,00 ; € 11.316.370,88 ; € 19.512.742,96 ;2035;  ;  
6;0;114;30-6-2035; € 24.034.770,00 ; € 109.151,21 ;€ 94.743;€ 14.407,99;;; € 100.144,88 ; € 24.034.770,00 ; € 11.416.515,75 ; € 19.492.951,29 ;2035;  ;  
7;0;115;31-7-2035; € 24.034.770,00 ; € 109.151,21 ;€ 94.683;€ 14.468,03;;; € 100.144,88 ; € 24.034.770,00 ; € 11.516.660,63 ; € 19.473.159,62 ;2035;  ;  
8;0;116;31-8-2035; € 24.034.770,00 ; € 109.151,21 ;€ 94.623;€ 14.528,31;;; € 100.144,88 ; € 24.034.770,00 ; € 11.616.805,50 ; € 19.453.367,96 ;2035;  ;  
9;0;117;30-9-2035; € 24.034.770,00 ; € 109.151,21 ;€ 94.562;€ 14.588,85;;; € 100.144,88 ; € 24.034.770,00 ; € 11.716.950,38 ; € 19.433.576,29 ;2035;  ;  
10;0;118;31-10-2035; € 24.034.770,00 ; € 109.151,21 ;€ 94.502;€ 14.649,63;;; € 100.144,88 ; € 24.034.770,00 ; € 11.817.095,25 ; € 19.413.784,62 ;2035;  ;  
11;0;119;30-11-2035; € 24.034.770,00 ; € 109.151,21 ;€ 94.441;€ 14.710,67;;; € 100.144,88 ; € 24.034.770,00 ; € 11.917.240,13 ; € 19.393.992,96 ;2035;  ;  
12;1;120;31-12-2035; € 24.034.770,00 ; € 109.151,21 ;€ 94.379;€ 14.771,97;€ 173.274; € -   ; € 100.144,88 ; € 24.034.770,00 ; € 12.017.385,00 ; € 19.374.201,29 ;2035; € 1.201.738,50 ; € -   
1;0;121;31-1-2036; € 24.034.770,00 ; € 109.151,21 ;€ 94.318;€ 14.833,52;;; € 100.144,88 ; € 24.034.770,00 ; € 12.117.529,88 ; € 19.354.409,62 ;2036;  ;  
2;0;122;29-2-2036; € 24.034.770,00 ; € 109.151,21 ;€ 94.256;€ 14.895,32;;; € 100.144,88 ; € 24.034.770,00 ; € 12.217.674,75 ; € 19.331.492,96 ;2036;  ;  
3;0;123;31-3-2036; € 24.034.770,00 ; € 109.151,21 ;€ 94.194;€ 14.957,39;;; € 100.144,88 ; € 24.034.770,00 ; € 12.317.819,63 ; € 19.308.576,29 ;2036;  ;  
4;0;124;30-4-2036; € 24.034.770,00 ; € 109.151,21 ;€ 94.131;€ 15.019,71;;; € 100.144,88 ; € 24.034.770,00 ; € 12.417.964,50 ; € 19.285.659,62 ;2036;  ;  
5;0;125;31-5-2036; € 24.034.770,00 ; € 109.151,21 ;€ 94.069;€ 15.082,29;;; € 100.144,88 ; € 24.034.770,00 ; € 12.518.109,38 ; € 19.262.742,96 ;2036;  ;  
6;0;126;30-6-2036; € 24.034.770,00 ; € 109.151,21 ;€ 94.006;€ 15.145,13;;; € 100.144,88 ; € 24.034.770,00 ; € 12.618.254,25 ; € 19.239.826,29 ;2036;  ;  
7;0;127;31-7-2036; € 24.034.770,00 ; € 109.151,21 ;€ 93.943;€ 15.208,24;;; € 100.144,88 ; € 24.034.770,00 ; € 12.718.399,13 ; € 19.216.909,62 ;2036;  ;  
8;0;128;31-8-2036; € 24.034.770,00 ; € 109.151,21 ;€ 93.880;€ 15.271,61;;; € 100.144,88 ; € 24.034.770,00 ; € 12.818.544,00 ; € 19.193.992,96 ;2036;  ;  
9;0;129;30-9-2036; € 24.034.770,00 ; € 109.151,21 ;€ 93.816;€ 15.335,24;;; € 100.144,88 ; € 24.034.770,00 ; € 12.918.688,88 ; € 19.171.076,29 ;2036;  ;  
10;0;130;31-10-2036; € 24.034.770,00 ; € 109.151,21 ;€ 93.752;€ 15.399,14;;; € 100.144,88 ; € 24.034.770,00 ; € 13.018.833,75 ; € 19.148.159,63 ;2036;  ;  
11;0;131;30-11-2036; € 24.034.770,00 ; € 109.151,21 ;€ 93.688;€ 15.463,30;;; € 100.144,88 ; € 24.034.770,00 ; € 13.118.978,63 ; € 19.125.242,96 ;2036;  ;  
12;1;132;31-12-2036; € 24.034.770,00 ; € 109.151,21 ;€ 93.623;€ 15.527,73;€ 182.139; € -   ; € 100.144,88 ; € 24.034.770,00 ; € 13.219.123,50 ; € 19.102.326,29 ;2036; € 1.201.738,50 ; € -   
1;0;133;31-1-2037; € 24.034.770,00 ; € 109.151,21 ;€ 93.559;€ 15.592,43;;; € 100.144,88 ; € 24.034.770,00 ; € 13.319.268,38 ; € 19.079.409,63 ;2037;  ;  
2;0;134;28-2-2037; € 24.034.770,00 ; € 109.151,21 ;€ 93.494;€ 15.657,40;;; € 100.144,88 ; € 24.034.770,00 ; € 13.419.413,25 ; € 19.053.367,96 ;2037;  ;  
3;0;135;31-3-2037; € 24.034.770,00 ; € 109.151,21 ;€ 93.429;€ 15.722,64;;; € 100.144,88 ; € 24.034.770,00 ; € 13.519.558,13 ; € 19.027.326,29 ;2037;  ;  
4;0;136;30-4-2037; € 24.034.770,00 ; € 109.151,21 ;€ 93.363;€ 15.788,15;;; € 100.144,88 ; € 24.034.770,00 ; € 13.619.703,00 ; € 19.001.284,63 ;2037;  ;  
5;0;137;31-5-2037; € 24.034.770,00 ; € 109.151,21 ;€ 93.297;€ 15.853,93;;; € 100.144,88 ; € 24.034.770,00 ; € 13.719.847,88 ; € 18.975.242,96 ;2037;  ;  
6;0;138;30-6-2037; € 24.034.770,00 ; € 109.151,21 ;€ 93.231;€ 15.919,99;;; € 100.144,88 ; € 24.034.770,00 ; € 13.819.992,75 ; € 18.949.201,29 ;2037;  ;  
7;0;139;31-7-2037; € 24.034.770,00 ; € 109.151,21 ;€ 93.165;€ 15.986,32;;; € 100.144,88 ; € 24.034.770,00 ; € 13.920.137,63 ; € 18.923.159,63 ;2037;  ;  
8;0;140;31-8-2037; € 24.034.770,00 ; € 109.151,21 ;€ 93.098;€ 16.052,93;;; € 100.144,88 ; € 24.034.770,00 ; € 14.020.282,50 ; € 18.897.117,96 ;2037;  ;  
9;0;141;30-9-2037; € 24.034.770,00 ; € 109.151,21 ;€ 93.031;€ 16.119,82;;; € 100.144,88 ; € 24.034.770,00 ; € 14.120.427,38 ; € 18.871.076,29 ;2037;  ;  
10;0;142;31-10-2037; € 24.034.770,00 ; € 109.151,21 ;€ 92.964;€ 16.186,98;;; € 100.144,88 ; € 24.034.770,00 ; € 14.220.572,25 ; € 18.845.034,63 ;2037;  ;  
11;0;143;30-11-2037; € 24.034.770,00 ; € 109.151,21 ;€ 92.897;€ 16.254,43;;; € 100.144,88 ; € 24.034.770,00 ; € 14.320.717,13 ; € 18.818.992,96 ;2037;  ;  
12;1;144;31-12-2037; € 24.034.770,00 ; € 109.151,21 ;€ 92.829;€ 16.322,16;€ 191.457; € -   ; € 100.144,88 ; € 24.034.770,00 ; € 14.420.862,00 ; € 18.792.951,29 ;2037; € 1.201.738,50 ; € -   
1;0;145;31-1-2038; € 24.034.770,00 ; € 109.151,21 ;€ 92.761;€ 16.390,17;;; € 100.144,88 ; € 24.034.770,00 ; € 14.521.006,88 ; € 18.766.909,63 ;2038;  ;  
2;0;146;28-2-2038; € 24.034.770,00 ; € 109.151,21 ;€ 92.693;€ 16.458,46;;; € 100.144,88 ; € 24.034.770,00 ; € 14.621.151,75 ; € 18.736.701,29 ;2038;  ;  
3;0;147;31-3-2038; € 24.034.770,00 ; € 109.151,21 ;€ 92.624;€ 16.527,04;;; € 100.144,88 ; € 24.034.770,00 ; € 14.721.296,63 ; € 18.706.492,96 ;2038;  ;  
4;0;148;30-4-2038; € 24.034.770,00 ; € 109.151,21 ;€ 92.555;€ 16.595,90;;; € 100.144,88 ; € 24.034.770,00 ; € 14.821.441,50 ; € 18.676.284,63 ;2038;  ;  
5;0;149;31-5-2038; € 24.034.770,00 ; € 109.151,21 ;€ 92.486;€ 16.665,05;;; € 100.144,88 ; € 24.034.770,00 ; € 14.921.586,38 ; € 18.646.076,29 ;2038;  ;  
6;0;150;30-6-2038; € 24.034.770,00 ; € 109.151,21 ;€ 92.417;€ 16.734,49;;; € 100.144,88 ; € 24.034.770,00 ; € 15.021.731,25 ; € 18.615.867,96 ;2038;  ;  
7;0;151;31-7-2038; € 24.034.770,00 ; € 109.151,21 ;€ 92.347;€ 16.804,21;;; € 100.144,88 ; € 24.034.770,00 ; € 15.121.876,13 ; € 18.585.659,63 ;2038;  ;  
8;0;152;31-8-2038; € 24.034.770,00 ; € 109.151,21 ;€ 92.277;€ 16.874,23;;; € 100.144,88 ; € 24.034.770,00 ; € 15.222.021,00 ; € 18.555.451,29 ;2038;  ;  
9;0;153;30-9-2038; € 24.034.770,00 ; € 109.151,21 ;€ 92.207;€ 16.944,54;;; € 100.144,88 ; € 24.034.770,00 ; € 15.322.165,88 ; € 18.525.242,96 ;2038;  ;  
10;0;154;31-10-2038; € 24.034.770,00 ; € 109.151,21 ;€ 92.136;€ 17.015,14;;; € 100.144,88 ; € 24.034.770,00 ; € 15.422.310,75 ; € 18.495.034,63 ;2038;  ;  
11;0;155;30-11-2038; € 24.034.770,00 ; € 109.151,21 ;€ 92.065;€ 17.086,04;;; € 100.144,88 ; € 24.034.770,00 ; € 15.522.455,63 ; € 18.464.826,29 ;2038;  ;  
12;1;156;31-12-2038; € 24.034.770,00 ; € 109.151,21 ;€ 91.994;€ 17.157,23;€ 201.252; € -   ; € 100.144,88 ; € 24.034.770,00 ; € 15.622.600,50 ; € 18.434.617,96 ;2038; € 1.201.738,50 ; € -   
1;0;157;31-1-2039; € 24.034.770,00 ; € 109.151,21 ;€ 91.922;€ 17.228,72;;; € 100.144,88 ; € 24.034.770,00 ; € 15.722.745,38 ; € 18.404.409,63 ;2039;  ;  
2;0;158;28-2-2039; € 24.034.770,00 ; € 109.151,21 ;€ 91.851;€ 17.300,50;;; € 100.144,88 ; € 24.034.770,00 ; € 15.822.890,25 ; € 22.403.161,25 ;2039;  ;  
3;0;159;31-3-2039; € 24.034.770,00 ; € 109.151,21 ;€ 91.779;€ 17.372,59;;; € 100.144,88 ; € 24.034.770,00 ; € 15.923.035,13 ; € 22.303.016,38 ;2039;  ;  
4;0;160;30-4-2039; € 24.034.770,00 ; € 109.151,21 ;€ 91.706;€ 17.444,98;;; € 100.144,88 ; € 24.034.770,00 ; € 16.023.180,00 ; € 22.202.871,50 ;2039;  ;  
5;0;161;31-5-2039; € 24.034.770,00 ; € 109.151,21 ;€ 91.634;€ 17.517,66;;; € 100.144,88 ; € 24.034.770,00 ; € 16.123.324,88 ; € 22.102.726,63 ;2039;  ;  
6;0;162;30-6-2039; € 24.034.770,00 ; € 109.151,21 ;€ 91.561;€ 17.590,65;;; € 100.144,88 ; € 24.034.770,00 ; € 16.223.469,75 ; € 22.002.581,75 ;2039;  ;  
7;0;163;31-7-2039; € 24.034.770,00 ; € 109.151,21 ;€ 91.487;€ 17.663,95;;; € 100.144,88 ; € 24.034.770,00 ; € 16.323.614,63 ; € 21.902.436,88 ;2039;  ;  
8;0;164;31-8-2039; € 24.034.770,00 ; € 109.151,21 ;€ 91.414;€ 17.737,55;;; € 100.144,88 ; € 24.034.770,00 ; € 16.423.759,50 ; € 21.802.292,00 ;2039;  ;  
9;0;165;30-9-2039; € 24.034.770,00 ; € 109.151,21 ;€ 91.340;€ 17.811,45;;; € 100.144,88 ; € 24.034.770,00 ; € 16.523.904,38 ; € 21.702.147,13 ;2039;  ;  
10;0;166;31-10-2039; € 24.034.770,00 ; € 109.151,21 ;€ 91.266;€ 17.885,67;;; € 100.144,88 ; € 24.034.770,00 ; € 16.624.049,25 ; € 21.602.002,25 ;2039;  ;  
11;0;167;30-11-2039; € 24.034.770,00 ; € 109.151,21 ;€ 91.191;€ 17.960,19;;; € 100.144,88 ; € 24.034.770,00 ; € 16.724.194,13 ; € 21.501.857,38 ;2039;  ;  
12;1;168;31-12-2039; € 24.034.770,00 ; € 109.151,21 ;€ 91.116;€ 18.035,03;€ 211.549; € -   ; € 100.144,88 ; € 24.034.770,00 ; € 16.824.339,00 ; € 21.401.712,50 ;2039; € 1.201.738,50 ; € -   
1;0;169;31-1-2040; € 24.034.770,00 ; € 109.151,21 ;€ 91.041;€ 18.110,17;;; € 100.144,88 ; € 24.034.770,00 ; € 16.924.483,88 ; € 21.301.567,63 ;2040;  ;  
2;0;170;29-2-2040; € 24.034.770,00 ; € 109.151,21 ;€ 90.966;€ 18.185,63;;; € 100.144,88 ; € 24.034.770,00 ; € 17.024.628,75 ; € 21.201.422,75 ;2040;  ;  
3;0;171;31-3-2040; € 24.034.770,00 ; € 109.151,21 ;€ 90.890;€ 18.261,40;;; € 100.144,88 ; € 24.034.770,00 ; € 17.124.773,63 ; € 21.101.277,88 ;2040;  ;  
4;0;172;30-4-2040; € 24.034.770,00 ; € 109.151,21 ;€ 90.814;€ 18.337,49;;; € 100.144,88 ; € 24.034.770,00 ; € 17.224.918,50 ; € 21.001.133,00 ;2040;  ;  
5;0;173;31-5-2040; € 24.034.770,00 ; € 109.151,21 ;€ 90.737;€ 18.413,90;;; € 100.144,88 ; € 24.034.770,00 ; € 17.325.063,38 ; € 20.900.988,13 ;2040;  ;  
6;0;174;30-6-2040; € 24.034.770,00 ; € 109.151,21 ;€ 90.661;€ 18.490,62;;; € 100.144,88 ; € 24.034.770,00 ; € 17.425.208,25 ; € 20.800.843,25 ;2040;  ;  
7;0;175;31-7-2040; € 24.034.770,00 ; € 109.151,21 ;€ 90.584;€ 18.567,67;;; € 100.144,88 ; € 24.034.770,00 ; € 17.525.353,13 ; € 20.700.698,38 ;2040;  ;  
8;0;176;31-8-2040; € 24.034.770,00 ; € 109.151,21 ;€ 90.506;€ 18.645,03;;; € 100.144,88 ; € 24.034.770,00 ; € 17.625.498,00 ; € 20.600.553,50 ;2040;  ;  
9;0;177;30-9-2040; € 24.034.770,00 ; € 109.151,21 ;€ 90.428;€ 18.722,72;;; € 100.144,88 ; € 24.034.770,00 ; € 17.725.642,88 ; € 20.500.408,63 ;2040;  ;  
10;0;178;31-10-2040; € 24.034.770,00 ; € 109.151,21 ;€ 90.350;€ 18.800,73;;; € 100.144,88 ; € 24.034.770,00 ; € 17.825.787,75 ; € 20.400.263,75 ;2040;  ;  
11;0;179;30-11-2040; € 24.034.770,00 ; € 109.151,21 ;€ 90.272;€ 18.879,07;;; € 100.144,88 ; € 24.034.770,00 ; € 17.925.932,63 ; € 20.300.118,88 ;2040;  ;  
12;1;180;31-12-2040; € 24.034.770,00 ; € 109.151,21 ;€ 90.193;€ 18.957,73;€ 222.372; € -   ; € 100.144,88 ; € 24.034.770,00 ; € 18.026.077,50 ; € 20.199.974,00 ;2040; € 1.201.738,50 ; € -   
1;0;181;31-1-2041; € 24.034.770,00 ; € 109.151,21 ;€ 90.114;€ 19.036,72;;; € 100.144,88 ; € 24.034.770,00 ; € 18.126.222,38 ; € 20.099.829,13 ;2041;  ;  
2;0;182;28-2-2041; € 24.034.770,00 ; € 109.151,21 ;€ 90.035;€ 19.116,04;;; € 100.144,88 ; € 24.034.770,00 ; € 18.226.367,25 ; € 19.999.684,25 ;2041;  ;  
3;0;183;31-3-2041; € 24.034.770,00 ; € 109.151,21 ;€ 89.956;€ 19.195,69;;; € 100.144,88 ; € 24.034.770,00 ; € 18.326.512,13 ; € 19.899.539,38 ;2041;  ;  
4;0;184;30-4-2041; € 24.034.770,00 ; € 109.151,21 ;€ 89.876;€ 19.275,67;;; € 100.144,88 ; € 24.034.770,00 ; € 18.426.657,00 ; € 19.799.394,50 ;2041;  ;  
5;0;185;31-5-2041; € 24.034.770,00 ; € 109.151,21 ;€ 89.795;€ 19.355,99;;; € 100.144,88 ; € 24.034.770,00 ; € 18.526.801,88 ; € 19.699.249,63 ;2041;  ;  
6;0;186;30-6-2041; € 24.034.770,00 ; € 109.151,21 ;€ 89.715;€ 19.436,64;;; € 100.144,88 ; € 24.034.770,00 ; € 18.626.946,75 ; € 19.599.104,75 ;2041;  ;  
7;0;187;31-7-2041; € 24.034.770,00 ; € 109.151,21 ;€ 89.634;€ 19.517,63;;; € 100.144,88 ; € 24.034.770,00 ; € 18.727.091,63 ; € 19.498.959,88 ;2041;  ;  
8;0;188;31-8-2041; € 24.034.770,00 ; € 109.151,21 ;€ 89.552;€ 19.598,95;;; € 100.144,88 ; € 24.034.770,00 ; € 18.827.236,50 ; € 19.398.815,00 ;2041;  ;  
9;0;189;30-9-2041; € 24.034.770,00 ; € 109.151,21 ;€ 89.471;€ 19.680,61;;; € 100.144,88 ; € 24.034.770,00 ; € 18.927.381,38 ; € 19.298.670,13 ;2041;  ;  
10;0;190;31-10-2041; € 24.034.770,00 ; € 109.151,21 ;€ 89.389;€ 19.762,61;;; € 100.144,88 ; € 24.034.770,00 ; € 19.027.526,25 ; € 19.198.525,25 ;2041;  ;  
11;0;191;30-11-2041; € 24.034.770,00 ; € 109.151,21 ;€ 89.306;€ 19.844,96;;; € 100.144,88 ; € 24.034.770,00 ; € 19.127.671,13 ; € 19.098.380,38 ;2041;  ;  
12;1;192;31-12-2041; € 24.034.770,00 ; € 109.151,21 ;€ 89.224;€ 19.927,65;€ 233.749; € -   ; € 100.144,88 ; € 24.034.770,00 ; € 19.227.816,00 ; € 18.998.235,50 ;2041; € 1.201.738,50 ; € -   
1;0;193;31-1-2042; € 24.034.770,00 ; € 109.151,21 ;€ 89.141;€ 20.010,68;;; € 100.144,88 ; € 24.034.770,00 ; € 19.327.960,88 ; € 18.898.090,63 ;2042;  ;  
2;0;194;28-2-2042; € 24.034.770,00 ; € 109.151,21 ;€ 89.057;€ 20.094,06;;; € 100.144,88 ; € 24.034.770,00 ; € 19.428.105,75 ; € 18.797.945,75 ;2042;  ;  
3;0;195;31-3-2042; € 24.034.770,00 ; € 109.151,21 ;€ 88.973;€ 20.177,78;;; € 100.144,88 ; € 24.034.770,00 ; € 19.528.250,63 ; € 18.697.800,88 ;2042;  ;  
4;0;196;30-4-2042; € 24.034.770,00 ; € 109.151,21 ;€ 88.889;€ 20.261,85;;; € 100.144,88 ; € 24.034.770,00 ; € 19.628.395,50 ; € 18.597.656,00 ;2042;  ;  
5;0;197;31-5-2042; € 24.034.770,00 ; € 109.151,21 ;€ 88.805;€ 20.346,28;;; € 100.144,88 ; € 24.034.770,00 ; € 19.728.540,38 ; € 18.497.511,13 ;2042;  ;  
6;0;198;30-6-2042; € 24.034.770,00 ; € 109.151,21 ;€ 88.720;€ 20.431,06;;; € 100.144,88 ; € 24.034.770,00 ; € 19.828.685,25 ; € 18.397.366,25 ;2042;  ;  
7;0;199;31-7-2042; € 24.034.770,00 ; € 109.151,21 ;€ 88.635;€ 20.516,18;;; € 100.144,88 ; € 24.034.770,00 ; € 19.928.830,13 ; € 18.297.221,38 ;2042;  ;  
8;0;200;31-8-2042; € 24.034.770,00 ; € 109.151,21 ;€ 88.550;€ 20.601,67;;; € 100.144,88 ; € 24.034.770,00 ; € 20.028.975,00 ; € 18.197.076,50 ;2042;  ;  
9;0;201;30-9-2042; € 24.034.770,00 ; € 109.151,21 ;€ 88.464;€ 20.687,51;;; € 100.144,88 ; € 24.034.770,00 ; € 20.129.119,88 ; € 18.096.931,63 ;2042;  ;  
10;0;202;31-10-2042; € 24.034.770,00 ; € 109.151,21 ;€ 88.378;€ 20.773,71;;; € 100.144,88 ; € 24.034.770,00 ; € 20.229.264,75 ; € 17.996.786,75 ;2042;  ;  
11;0;203;30-11-2042; € 24.034.770,00 ; € 109.151,21 ;€ 88.291;€ 20.860,26;;; € 100.144,88 ; € 24.034.770,00 ; € 20.329.409,63 ; € 17.896.641,88 ;2042;  ;  
12;1;204;31-12-2042; € 24.034.770,00 ; € 109.151,21 ;€ 88.204;€ 20.947,18;€ 245.708; € -   ; € 100.144,88 ; € 24.034.770,00 ; € 20.429.554,50 ; € 17.796.497,00 ;2042; € 1.201.738,50 ; € -   
1;0;205;31-1-2043; € 24.034.770,00 ; € 109.151,21 ;€ 88.117;€ 21.034,46;;; € 100.144,88 ; € 24.034.770,00 ; € 20.529.699,38 ; € 17.696.352,13 ;2043;  ;  
2;0;206;28-2-2043; € 24.034.770,00 ; € 109.151,21 ;€ 88.029;€ 21.122,11;;; € 100.144,88 ; € 24.034.770,00 ; € 20.629.844,25 ; € 17.596.207,25 ;2043;  ;  
3;0;207;31-3-2043; € 24.034.770,00 ; € 109.151,21 ;€ 87.941;€ 21.210,11;;; € 100.144,88 ; € 24.034.770,00 ; € 20.729.989,13 ; € 17.496.062,38 ;2043;  ;  
4;0;208;30-4-2043; € 24.034.770,00 ; € 109.151,21 ;€ 87.853;€ 21.298,49;;; € 100.144,88 ; € 24.034.770,00 ; € 20.830.134,00 ; € 17.395.917,50 ;2043;  ;  
5;0;209;31-5-2043; € 24.034.770,00 ; € 109.151,21 ;€ 87.764;€ 21.387,23;;; € 100.144,88 ; € 24.034.770,00 ; € 20.930.278,88 ; € 17.295.772,63 ;2043;  ;  
6;0;210;30-6-2043; € 24.034.770,00 ; € 109.151,21 ;€ 87.675;€ 21.476,35;;; € 100.144,88 ; € 24.034.770,00 ; € 21.030.423,75 ; € 17.195.627,75 ;2043;  ;  
7;0;211;31-7-2043; € 24.034.770,00 ; € 109.151,21 ;€ 87.585;€ 21.565,83;;; € 100.144,88 ; € 24.034.770,00 ; € 21.130.568,63 ; € 17.095.482,88 ;2043;  ;  
8;0;212;31-8-2043; € 24.034.770,00 ; € 109.151,21 ;€ 87.496;€ 21.655,69;;; € 100.144,88 ; € 24.034.770,00 ; € 21.230.713,50 ; € 16.995.338,00 ;2043;  ;  
9;0;213;30-9-2043; € 24.034.770,00 ; € 109.151,21 ;€ 87.405;€ 21.745,92;;; € 100.144,88 ; € 24.034.770,00 ; € 21.330.858,38 ; € 16.895.193,13 ;2043;  ;  
10;0;214;31-10-2043; € 24.034.770,00 ; € 109.151,21 ;€ 87.315;€ 21.836,53;;; € 100.144,88 ; € 24.034.770,00 ; € 21.431.003,25 ; € 16.795.048,25 ;2043;  ;  
11;0;215;30-11-2043; € 24.034.770,00 ; € 109.151,21 ;€ 87.224;€ 21.927,51;;; € 100.144,88 ; € 24.034.770,00 ; € 21.531.148,13 ; € 16.694.903,38 ;2043;  ;  
12;1;216;31-12-2043; € 24.034.770,00 ; € 109.151,21 ;€ 87.132;€ 22.018,88;€ 258.279; € 250.000,00 ; € 100.144,88 ; € 23.784.770,00 ; € 21.631.293,00 ; € 16.594.758,50 ;2043; € 1.201.738,50 ; € 250.000,00 
1;0;217;31-1-2044; € 23.784.770,00 ; € 109.151,21 ;€ 87.041;€ 22.110,62;;; € 99.103,21 ; € 23.784.770,00 ; € 21.730.396,21 ; € 16.495.655,29 ;2044;  ;  
2;0;218;29-2-2044; € 23.784.770,00 ; € 109.151,21 ;€ 86.948;€ 22.202,75;;; € 99.103,21 ; € 23.784.770,00 ; € 21.829.499,42 ; € 16.396.552,08 ;2044;  ;  
3;0;219;31-3-2044; € 23.784.770,00 ; € 109.151,21 ;€ 86.856;€ 22.295,26;;; € 99.103,21 ; € 23.784.770,00 ; € 21.928.602,63 ; € 16.297.448,88 ;2044;  ;  
4;0;220;30-4-2044; € 23.784.770,00 ; € 109.151,21 ;€ 86.763;€ 22.388,16;;; € 99.103,21 ; € 23.784.770,00 ; € 22.027.705,83 ; € 16.198.345,67 ;2044;  ;  
5;0;221;31-5-2044; € 23.784.770,00 ; € 109.151,21 ;€ 86.670;€ 22.481,44;;; € 99.103,21 ; € 23.784.770,00 ; € 22.126.809,04 ; € 16.099.242,46 ;2044;  ;  
6;0;222;30-6-2044; € 23.784.770,00 ; € 109.151,21 ;€ 86.576;€ 22.575,12;;; € 99.103,21 ; € 23.784.770,00 ; € 22.225.912,25 ; € 16.000.139,25 ;2044;  ;  
7;0;223;31-7-2044; € 23.784.770,00 ; € 109.151,21 ;€ 86.482;€ 22.669,18;;; € 99.103,21 ; € 23.784.770,00 ; € 22.325.015,46 ; € 15.901.036,04 ;2044;  ;  
8;0;224;31-8-2044; € 23.784.770,00 ; € 109.151,21 ;€ 86.388;€ 22.763,64;;; € 99.103,21 ; € 23.784.770,00 ; € 22.424.118,67 ; € 15.801.932,83 ;2044;  ;  
9;0;225;30-9-2044; € 23.784.770,00 ; € 109.151,21 ;€ 86.293;€ 22.858,48;;; € 99.103,21 ; € 23.784.770,00 ; € 22.523.221,88 ; € 15.702.829,63 ;2044;  ;  
10;0;226;31-10-2044; € 23.784.770,00 ; € 109.151,21 ;€ 86.197;€ 22.953,73;;; € 99.103,21 ; € 23.784.770,00 ; € 22.622.325,08 ; € 15.603.726,42 ;2044;  ;  
11;0;227;30-11-2044; € 23.784.770,00 ; € 109.151,21 ;€ 86.102;€ 23.049,37;;; € 99.103,21 ; € 23.784.770,00 ; € 22.721.428,29 ; € 15.504.623,21 ;2044;  ;  
